"URL","Puesto","Empresa","Lugar","Direccion","Distancia","Duracion","ZBE","Publicacion","Modalidad","Tipo","Solicitud","Experiencia","Resumen","Tipo_clasificacion","Clasificacion"
"https://www.linkedin.com/comm/jobs/view/4409921253/","Data Scientist (Híbrido | AWS | IA/LLMs)","IT Partner","Madrid, Comunidad de Madrid, España","C. Arzobispo Cos, 20, Cdad. Lineal, 28027 Madrid, Spain","52.0","40.5","False","","Híbrido","Jornada completa","Se aceptan solicitudes","3","Aquí tienes un resumen claro y conciso de la oferta: ### **Resumen de la posición: Data Scientist (IA/LLMs)** Empresa busca un Data Scientist con experiencia para desarrollar y escalar un proyecto de análisis de transcripciones basado en **LLMs** dentro de un entorno internacional. #### **Funciones principales:** * **Desarrollo IA:** Implementar y productivizar casos de uso con LLMs y *prompt engineering*. * **Arquitectura:** Gestionar el pipeline *end-to-end* en **AWS** (SageMaker, Bedrock, S3). * **Gestión de datos:** Diseñar la persistencia de resultados en **Snowflake**. * **Colaboración:** Trabajar con equipos globales para garantizar la escalabilidad y calidad de la solución. #### **Requisitos técnicos:** * **Experiencia:** 3–6 años como Data Scientist. * **Stack:** Python, AWS (SageMaker, Bedrock, S3, IAM) y Snowflake/SQL. * **Especialización:** Experiencia probada en NLP, LLMs e integración vía APIs. * **Idiomas:** Inglés avanzado (B2/C1). * *Valorable:* Conocimientos en MLOps/IAOps y entornos internacionales (multi-cuenta). #### **Beneficios y condiciones:** * **Modalidad:** Híbrida con alta flexibilidad. * **Salario:** Flexible, sujeto al perfil del candidato. * **Entorno:** Proyectos innovadores de IA aplicada con tecnologías de vanguardia.","Empresa final","**Clasificación:** Empresa final **Justificación:** El lenguaje utilizado (""incorporarse a un proyecto"", ""colaborar con equipos de Tecnología, Datos y Negocio"", ""garantizar la escalabilidad, mantenimiento y evolución de la solución"") sugiere que la persona seleccionada se integrará directamente en la estructura interna de la compañía para desarrollar y mantener un producto propio a largo plazo. No se mencionan clientes externos, consultoras intermediarias ni rotación entre distintos proyectos de terceros, lo cual es típico de una empresa que está desarrollando su propia capacidad tecnológica."
"https://www.linkedin.com/comm/jobs/view/4412005011/","Consultor/a ciberseguridad junior","Plexus Tech","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Perfil: Junior en Ciberseguridad (Plexus Tech)** Plexus Tech, compañía tecnológica con 25 años de trayectoria, busca incorporar a un profesional junior para reforzar su equipo de Seguridad, centrándose en el cumplimiento normativo y la gestión de vulnerabilidades. --- ### **Funciones principales** * **Gestión de Vulnerabilidades:** Monitoreo (Wiz, Dynatrace), priorización (especialmente bajo estándares PCI-DSS) y análisis de impacto (CVSS/NVD). * **Cumplimiento Normativo:** Soporte en auditorías PCI-DSS (controles 6.x, 11.x y 12.x) y seguimiento de planes de remediación. * **Reporting:** Elaboración y actualización de cuadros de mando (Excel, Power BI) y actas de reuniones. * **Coordinación:** Gestión de tickets (Jira/ServiceNow) para asegurar que los equipos técnicos cumplan con parches y actualizaciones de seguridad. ### **Requisitos** * **Formación:** Grado o Ciclo Formativo en Informática, Ciberseguridad, Telecomunicaciones o similar. * **Conocimientos Técnicos:** * **Normativas:** PCI-DSS, ISO 27001:2022, OWASP y SDLC. * **Seguridad:** Gestión de vulnerabilidades, conceptos de riesgo (CVE, CVSS, MITRE) y hardening básico. * **Sistemas/Cloud:** Nociones de AWS/Azure, Linux/Windows, redes y herramientas de ticketing. * **Competencias:** Gran capacidad analítica, atención al detalle, organización y habilidades comunicativas. ### **Beneficios** * **Estabilidad:** Contratación indefinida. * **Flexibilidad:** Teletrabajo y flexibilidad horaria. * **Desarrollo:** Formación a medida, pago de certificaciones oficiales y clases de idiomas. * **Otros:** Jornada intensiva en agosto y paquete de retribución flexible. --- *Nota: Plexus Tech destaca su compromiso con la igualdad de oportunidades y la diversidad (Plan de Igualdad y políticas LGTBI).*","Outsourcing","**Clasificación:** Outsourcing **Justificación:** Plexus Tech se define a sí misma como una compañía especializada en ""servicios y productos IT"", lo cual es característico de las empresas de consultoría y servicios externos. La oferta detalla tareas de apoyo, seguimiento de auditorías (PCI-DSS) y coordinación entre equipos, lo que indica que el profesional será asignado para dar soporte a las necesidades tecnológicas de un cliente. El hecho de que la oferta mencione que el candidato debe ""coordinar con equipos técnicos"" y realizar ""seguimiento de tareas asignadas a equipos de infraestructura y desarrollo"" confirma que el trabajador actuará como un recurso externo (outsourcing) para gestionar los proyectos o servicios de un tercero."
"https://www.linkedin.com/comm/jobs/view/4404832459/","Data Engineer (f/m/d)","Axpo Group","Madrid, Comunidad de Madrid, España","P.º de la Castellana, 95, Tetuán, 28046 Madrid, Spain","55.1","46.5","True","","Híbrido","Jornada completa","Se aceptan solicitudes","3","Aquí tienes un resumen claro y conciso de la oferta: ### **Puesto: Data Engineer (IT Service Engineering) en Axpo** **Modalidad:** Híbrida (60% remoto / 40% presencial en Madrid, Torre Europa). **Carga horaria:** 80–100%. --- ### **Funciones principales** * **Diseñar y operar pipelines de datos escalables** utilizando Databricks, Python (PySpark) y SQL. * **Crear productos de datos reutilizables** (como vistas de rendimiento y datasets de costes) para potenciar la automatización, el reporting y la IA. * **Asegurar la calidad y fiabilidad de los datos** mediante reglas de validación, reconciliación y limpieza de esquemas (especialmente en CMDB, activos e identidad). * **Colaborar con equipos multidisciplinares** (Finanzas, Seguridad, TI) para definir requisitos y optimizar la toma de decisiones. ### **Requisitos** * **Formación:** Grado en Informática, Ingeniería de Datos o experiencia equivalente. * **Experiencia:** 3+ años en roles de ingeniería de datos. * **Stack técnico:** Dominio avanzado de **Python (PySpark)** y **SQL**. Experiencia con **Databricks, Apache Spark o AWS Glue**. * **Entorno Cloud:** Conocimientos en entornos en la nube (preferiblemente **Azure**). * **Idiomas:** Inglés fluido (alemán o español son un plus). * **Perfil:** Enfoque orientado a producto, automatización y mejora continua. ### **Beneficios** * **Conciliación:** Horario flexible y compensación por gastos de internet. * **Bienestar:** Seguro de salud integral y cobertura del 90% en gimnasio (Forus). * **Alimentación:** Cheques restaurante (aplicables también a transporte o guardería). * **Desarrollo:** Acceso a cursos de formación especializados y canales de aprendizaje. * **Cultura:** Entorno inclusivo, diverso y centrado en la innovación. --- *Nota: La empresa valora la actitud y el potencial, por lo que invitan a postularse incluso si no se cumple el 100% de los requisitos técnicos.*","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta se refiere constantemente a ""Axpo"" como la entidad que busca al profesional. Se describe el puesto como parte integral de la estructura interna de la compañía (""core builder of Axpo's IT service data platform""), con un enfoque en el desarrollo de sus propios productos de datos y servicios internos. Además, al mencionar beneficios corporativos directos (seguro médico, compensación por internet, gimnasio, oficina propia en Torre Europa), queda claro que la contratación es directa por parte de Axpo y no para un cliente externo."
"https://www.linkedin.com/comm/jobs/view/4414472579/","Data Analyst Power BI","Datua IA (Teknei)","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","3","Aquí tienes el resumen de la oferta para **Data Analyst Power BI** en **Datu(a)**: ### **Misión del puesto** Transformar datos en información estratégica para la toma de decisiones, participando en proyectos *end-to-end* (desde el dato crudo hasta la solución final) e integrando el uso de IA para optimizar procesos de negocio. ### **Funciones principales** * Diseñar y crear dashboards en **Power BI** alineados con los objetivos de negocio. * Gestionar proyectos completos de datos, asegurando que aporten valor estratégico. * Colaborar con equipos multidisciplinares en el desarrollo de soluciones de impacto. ### **Requisitos clave** * **Experiencia:** Mínimo 3 años en el dominio avanzado de Power BI. * **Certificaciones:** Se requiere certificación en Power BI o equivalente. * **Perfil:** Orientación a negocio y al cliente, capacidad de resolución y habilidades para el trabajo colaborativo. ### **Beneficios** * **Flexibilidad:** Modelo híbrido o remoto y horario flexible. * **Crecimiento:** Plan de formación continua y certificaciones. * **Compensación:** Plan de retribución flexible (vía Teknei). * **Entorno:** Cultura colaborativa, innovadora y enfocada en proyectos con propósito e IA aplicada.","Outsourcing","**Clasificación:** Outsourcing **Justificación:** La empresa se describe a sí misma como una consultora que ayuda a ""reinventar las compañías del futuro"" y a ""optimizar procesos"" para terceros. El hecho de que mencionen un ""plan de retribución flexible gracias al plan Teknei"" sugiere que Datu(a) es una marca o división dentro del grupo consultor Teknei, confirmando que el modelo de negocio consiste en prestar servicios y realizar proyectos para clientes externos."
"https://www.linkedin.com/comm/jobs/view/4401797134/","Junior Data Scientist | GenAI","OLX","Barcelona, Cataluña, España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","1","Aquí tienes un resumen ejecutivo de la oferta de **Junior Data Scientist** en el equipo de **IA Generativa de OLX**: ### **Resumen del puesto** OLX busca un Data Scientist junior para desarrollar servicios de IA Generativa (video, agentes y modelos 3D) a escala, orientados a sus plataformas de marketplace (Motors, Real Estate, etc.). El enfoque es la agilidad: prototipar, validar y desplegar modelos en producción con impacto real y eficiente. --- ### **Requisitos principales** * **Experiencia:** Mínimo 1 año como Data Scientist. * **Conocimientos técnicos:** * Sólido dominio de **Python y SQL**. * Conocimiento en **IA Generativa y LLMs** (arquitecturas Transformer, embeddings). * Manejo de frameworks (Scikit-Learn, PyTorch) y arquitectura Cloud. * Experiencia en despliegue de modelos de ML a gran escala. * **Idiomas:** Inglés fluido (oral y escrito). * **Competencias:** Habilidad para traducir necesidades de negocio en proyectos técnicos y trabajo colaborativo en equipos multidisciplinares. * *Deseable:* Conocimientos en Computer Vision, MLOps, AWS, Spark/Airflow y experimentación (A/B testing). ### **Funciones clave** * Construir, testear y desplegar modelos de LLMs y GenAI en entornos reales. * Colaborar con Ingeniería, Producto y Data Analytics para medir el impacto de los modelos mediante KPIs. * Gestionar el ciclo de vida del modelo, desde la ideación hasta la puesta en producción. * Comunicación constante con stakeholders para alinear expectativas y resultados. ### **Beneficios** * **Flexibilidad:** Trabajo 100% remoto (o posibilidad de ir a la oficina en Barcelona). * **Compensación:** Salario competitivo + bono anual. * **Desarrollo profesional:** Presupuesto para formación, conferencias y acceso gratuito a Udemy. * **Equipamiento:** MacBook Pro y accesorios necesarios. * **Seguro:** Seguro de salud incluido. * **Entorno:** Contrato indefinido en un ambiente multicultural y diverso. --- **Nota:** OLX fomenta la inclusión y anima a postularse incluso si no se cumplen el 100% de los requisitos mencionados.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta corresponde a OLX, una plataforma de marketplace que desarrolla sus propios productos (como AutoTrader, Otomoto, Property24, etc.). La descripción enfatiza el desarrollo de soluciones internas (""build Generative AI video services and agentic systems for all OLX customer units"") y la integración en sus propias plataformas. Además, la oferta menciona beneficios directos de la empresa, como un ""contrato permanente"" con OLX y la posibilidad de trabajar en su oficina en Barcelona, lo que confirma que no se trata de una consultora ni de una empresa de servicios para terceros."
"https://www.linkedin.com/comm/jobs/view/4414163615/","Data Scientist / IA Engineer","Logicalis Spain","Madrid, Comunidad de Madrid, España","C. de la Ribera del Loira, 38, edificio 4, Barajas, 28042 Madrid, Spain","50.2","37.7","False","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen ejecutivo de la oferta para **Data Scientist / IA Engineer** en **Logicalis Spain**: ### **Resumen de la posición** Logicalis busca un especialista para su equipo de Data, Analytics & IA encargado de desarrollar soluciones integrales, desde la estrategia hasta la puesta en producción, trabajando con clientes nacionales e internacionales. ### **Requisitos técnicos** * **Programación:** Dominio de Python e integración de APIs de IA. * **IA Generativa:** Experiencia en arquitecturas de agentes, RAG y sistemas basados en LLMs. * **Frameworks:** Manejo de herramientas de orquestación (ej. LangChain). * **Cloud:** Experiencia con plataformas Azure, AWS o GCP. * **Habilidades:** Capacidad de adaptación y resolución en entornos dinámicos de alta incertidumbre. ### **Funciones principales** * Diseñar y desarrollar soluciones de IA aplicadas a casos de uso reales. * Implementar pipelines de RAG, agentes y componentes de lógica de negocio. * Gestionar el ciclo de vida del dato (preparación, transformación y despliegue). * Colaborar en la industrialización de modelos y su evaluación continua en producción. ### **Beneficios** * **Flexibilidad:** Trabajo 100% remoto desde cualquier lugar de España. * **Estabilidad:** Contrato indefinido en una empresa tecnológica en expansión. * **Compensación:** Salario competitivo, retribución flexible (restaurante, transporte, guardería) y seguro médico. * **Crecimiento:** Formación continua (idiomas, certificaciones oficiales) y planes de carrera. * **Extras:** Acceso a GYMPASS, portal de descuentos y un entorno de trabajo altamente colaborativo.","Outsourcing","**Clasificación:** Outsourcing **Justificación:** La empresa se define como un proveedor de servicios tecnológicos que ""trabaja con clientes nacionales e internacionales"" en proyectos de terceros. El perfil del puesto implica el desarrollo de soluciones y la integración de arquitecturas para dichos clientes, lo que caracteriza un modelo de negocio de consultoría y servicios externos (outsourcing/consultora IT)."
"https://www.linkedin.com/comm/jobs/view/4407205860/","Data Scientist (English Speaking)","Kognia Sports Intelligence","España","N/A","N/A","N/A","N/A","","En remoto","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Resumen de la oferta: Data Scientist (Kognia Sports)** Kognia busca un **Data Scientist** con experiencia en fútbol profesional para transformar sus datos tácticos (basados en IA) en herramientas prácticas que ayuden a clubes, agencias y federaciones en la toma de decisiones, especialmente en el área de scouting y análisis táctico. --- ### **Funciones principales** * **Análisis aplicado:** Crear frameworks de reclutamiento, modelos comparativos de ligas y benchmarks de jugadores por posición. * **Desarrollo técnico:** Estructurar vistas de almacén de datos (SQL) y desarrollar visualizaciones personalizadas (Python/R, Tableau/Power BI). * **Colaboración estratégica:** Trabajar con los equipos de producto e ingeniería para mejorar la usabilidad de los datos y apoyar al equipo comercial en validaciones técnicas ante clientes. * **Representación:** Actuar como embajador de la marca y experto técnico en eventos y ante los clientes. ### **Requisitos clave** * **Experiencia:** Mínimo 5 años trabajando en un club de fútbol profesional o empresa de análisis deportivo. * **Conocimientos técnicos:** SQL avanzado, experiencia con herramientas de visualización (Tableau/Power BI) y manejo de lenguajes de programación (Python o R). * **Dominio del sector:** Entendimiento profundo de los procesos de scouting, reclutamiento y análisis táctico real. * **Habilidades:** Capacidad para traducir datos complejos en información sencilla y accionable. * **Idiomas:** Inglés fluido (otros idiomas europeos como español, francés o alemán son un plus). ### **Beneficios** * **Impacto y crecimiento:** Posición estratégica en una empresa en plena expansión internacional con alto potencial de crecimiento y acceso a equity. * **Innovación:** Trabajo directo con tecnología de IA de vanguardia aplicada al fútbol. * **Cultura:** Entorno global, dinámico y apasionado por el deporte y la tecnología.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta es para trabajar directamente en **Kognia**, desarrollando su propia plataforma de análisis de datos tácticos (""Kognia is transforming football with AI-powered tactical data""). El rol implica trabajar sobre su producto, su ""data warehouse"" y sus objetivos comerciales, no para clientes externos de forma temporal, sino para mejorar el ecosistema de herramientas de la propia empresa. El lenguaje utilizado (""Our platform"", ""Kognia’s complex tactical datasets"", ""Representing the company"") confirma que la relación contractual y el trabajo son internos para la misma compañía."
"https://www.linkedin.com/comm/jobs/view/4405031143/","Software Engineer I, Back-end (Repayment Scheduling)","Affirm","España","N/A","N/A","N/A","N/A","","En remoto","","Se aceptan solicitudes","N/A","Aquí tienes un resumen ejecutivo de la vacante para **Software Engineer (Backend)** en **Affirm**: ### **Descripción del puesto** Affirm busca un ingeniero de software especializado en **Backend** para unirse a su equipo de *Repayment Scheduling* en Europa (España/Polonia). Serás uno de los miembros fundadores del equipo, encargado de desarrollar la infraestructura que gestiona los pagos automáticos de préstamos por valor de más de 30 mil millones de dólares anuales. ### **Requisitos principales** * **Experiencia:** Experiencia profesional o en prácticas diseñando y lanzando sistemas backend a gran escala. * **Stack tecnológico:** Dominio de **Python** o **Kotlin**. Conocimientos en sistemas distribuidos, **AWS, MySQL y Kubernetes**. * **Habilidades:** Capacidad para transformar problemas complejos en soluciones de código limpio, testeado y escalable. * **Colaboración:** Fuertes habilidades comunicativas para trabajar en un entorno remoto global y proactividad en la revisión de código y feedback. * **Condiciones:** Disponibilidad para realizar turnos de guardia (*on-call*). **Es imprescindible residir en España** (se ofrece patrocinio de visado). ### **Funciones principales** * Desarrollar y escalar el sistema de programación de pagos. * Equilibrar velocidad y calidad para alcanzar objetivos de negocio sin comprometer la estabilidad del sistema. * Colaborar con stakeholders y miembros del equipo para gestionar riesgos y proponer mejoras técnicas. * Participar activamente en la cultura de crecimiento y desarrollo del equipo. ### **Beneficios destacados** * **Salario:** Rango base en España de **55.000€ - 85.000€** (según experiencia y habilidades). * **Flexibilidad:** Trabajo 100% remoto en España. * **Bienestar:** Cobertura de salud integral (para el empleado y dependientes), política de vacaciones generosa y días de desconexión (*Away Days*). * **Extras:** * *Flexible Spending Wallets* (estipendios para tecnología, alimentación y estilo de vida). * Plan de compra de acciones para empleados (ESPP). * Programas de formación y desarrollo profesional. * Licencia parental.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta corresponde a **Affirm**, una empresa que desarrolla su propio producto financiero (""Affirm is reinventing credit...""). El texto enfatiza que el ingeniero formará parte del equipo de ingeniería de la propia empresa (""Affirm's engineering team""), trabajando en la infraestructura y los sistemas que la compañía construye y posee (""We build and own the system""). No menciona clientes externos ni intermediarios, sino que describe una cultura de equipo interno, con beneficios propios de una empresa tecnológica final (Equity, ESPP, políticas de vacaciones de la empresa, etc.)."
"https://www.linkedin.com/comm/jobs/view/4414497190/","Data Engineer Revenue Operations","Blip","Madrid, Comunidad de Madrid, España","P.º de La Habana, 9-11, Chamartín, 28036 Madrid, Spain","54.6","44.8","True","","Híbrido","Jornada completa","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta: ### **Resumen de la posición: Mid-Level Data Engineer (RevOps)** La empresa busca un ingeniero de datos para el equipo de *Revenue Operations* en **Madrid** (presencial). El objetivo principal es construir y mantener pipelines de datos que conecten las áreas de Marketing, Ventas, Customer Success y Finanzas para facilitar la toma de decisiones estratégicas. --- ### **Funciones principales** * **Ingeniería de Datos:** Diseño, desarrollo y mantenimiento de pipelines ETL/ELT y modelos analíticos (capas bronce, plata y oro). * **Integración de Datos:** Centralizar información de fuentes diversas (HubSpot, SAP, plataformas de marketing, datos de producto). * **Reporte Estratégico:** Crear datasets para análisis de funnel, previsión de ingresos, métricas SaaS (ARR, MRR, churn, etc.) y KPIs para la dirección. * **Calidad y Gobernanza:** Asegurar la consistencia, fiabilidad y calidad de los datos, resolviendo incidencias y cuellos de botella. * **Colaboración:** Trabajar con equipos de analistas y negocio bajo metodología Agile. ### **Requisitos técnicos** * **Experiencia:** Nivel *Mid* en ingeniería de datos. * **Lenguajes:** Dominio avanzado de **SQL** (modelado y optimización) y **Python**. * **Stack Tecnológico:** Experiencia sólida en **Databricks** y ecosistema **Google Cloud Platform** (BigQuery, GCS). * **Conocimiento funcional:** Experiencia previa en Revenue Operations, Ventas o Finanzas; entendimiento claro de métricas SaaS. * **Buenas prácticas:** Gestión de versionado (Git), metodologías ETL/ELT y modelado dimensional. ### **Beneficios y entorno** * **Modalidad:** Presencial en Madrid. * **Entorno:** Ambiente de alto crecimiento y ritmo rápido (*fast-paced*). * **Impacto:** Rol estratégico con visibilidad directa ante C-level stakeholders. * **Colaboración:** Trabajo estrecho con equipos multidisciplinares. *(Nota: Se valora positivamente experiencia con herramientas BI, experiencia internacional y nivel avanzado de inglés).*","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta se refiere al trabajo interno dentro de un equipo propio (""join our Revenue Operations team""). No se menciona a ningún cliente externo ni se hace referencia a proyectos para terceros; por el contrario, el rol se centra en dar soporte a departamentos internos de la propia empresa (Marketing, Sales, Customer Success y Finance) y en colaborar con el C-level de la misma organización. Además, el enfoque en métricas específicas de negocio (MRR, ARR, Churn) es típico de una empresa con su propio producto o modelo de negocio."
"https://www.linkedin.com/comm/jobs/view/4405288593/","Intern MasterData OneERP – EBX (f/m/d)","Axpo Group","Madrid, Comunidad de Madrid, España","P.º de la Castellana, 95, Tetuán, 28046 Madrid, Spain","55.1","46.5","True","","Híbrido","Prácticas","Se aceptan solicitudes","N/A","Aquí tienes un resumen claro y conciso de la oferta de trabajo en **Axpo**: ### **Resumen del Puesto** Axpo, líder en energía renovable y trading, busca un profesional para unirse a su equipo **Master Data Global ERP**. El objetivo es mejorar la calidad de los datos, optimizar procesos y desarrollar soluciones tecnológicas innovadoras, incluyendo el uso de Databricks. ### **Funciones Principales** * **Gestión de datos:** Mejorar la calidad y los procesos relacionados con los Business Partners. * **Reportes:** Seguimiento de KPIs de eficiencia y calidad. * **Desarrollo técnico:** Avanzar en la integración de Databricks con EBX y crear soluciones de migración de datos. * **Programación:** Uso activo de **Python** para implementar las soluciones mencionadas. ### **Requisitos** * **Formación:** Grado en Data Engineering, IT o Data Science. * **Habilidades técnicas:** Dominio de **Python** (se valora experiencia en diseño de agentes de IA). Es una ventaja conocer SAP S/4 Hana. * **Idiomas:** Inglés fluido (se valoran alemán u otros idiomas europeos). * **Perfil:** Persona detallista, autónoma, con excelentes habilidades comunicativas para gestionar relaciones con stakeholders. ### **Beneficios y Entorno** * **Cultura:** Trabajo en un equipo dinámico, innovador y colaborativo que utiliza tecnologías de vanguardia. * **Crecimiento:** Oportunidad de participar en proyectos de alto impacto y desarrollo profesional continuo. * **Valores:** Axpo es una empresa comprometida con la inclusión, la diversidad y la igualdad de oportunidades.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta se refiere a sí misma como ""Axpo, Switzerland's largest producer of renewable energy"" y solicita integrar su propio equipo interno (""As part of the Master Data Global ERP team""). No menciona clientes externos, consultoras intermediarias ni proyectos para terceros, sino que describe el trabajo como parte de la estrategia, herramientas y procesos internos de la propia Axpo Group."
"https://www.linkedin.com/comm/jobs/view/4408523434/","Data Scientist","Nextail","Madrid, Comunidad de Madrid, España","C. de Belalcázar, 14, Chamartín, 28006 Madrid, Spain","54.6","45.3","True","","En remoto","Jornada completa","Se aceptan solicitudes","3","Aquí tienes un resumen claro y conciso de la oferta para **Data Scientist** en **Nextail**: ### **Descripción del puesto** Nextail busca un Data Scientist para desarrollar soluciones de inteligencia artificial, centrándose en la previsión de la demanda y optimización de inventario para el sector retail global. ### **Funciones principales** * **Desarrollo integral:** Crear soluciones de ciencia de datos desde la concepción hasta la implementación y puesta en producción. * **Colaboración:** Trabajar de forma multidisciplinar con ingenieros, product managers y expertos en negocio. * **Análisis:** Aplicar técnicas de ML (enfocado en modelos de optimización y LightGBM), SQL y simulación para extraer insights de negocio. * **Gestión de modelos:** Monitorear el rendimiento de los modelos en producción e iterar para su mejora continua. ### **Requisitos** * **Experiencia:** Mínimo 3-4 años como Data Scientist o área afín. * **Formación:** Titulación en Informática o campo relacionado. * **Habilidades técnicas:** Python (indispensable), buenas prácticas de ingeniería de software (GIT, CI/CD) y experiencia desplegando modelos en producción. * **Tecnologías:** Familiaridad con Databricks, Snowflake y Notebooks. * **Idioma:** Dominio fluido del inglés. ### **Beneficios** * **Cultura:** Entorno innovador, diverso y de aprendizaje continuo. * **Flexibilidad:** Filosofía *remote-first* y alta autonomía en la gestión del tiempo basada en objetivos. * **Compensación:** Salario competitivo, participación en el capital de la empresa (equity) y presupuesto individual para formación. * **Equipamiento:** Elección de portátil propio.","Empresa final","**Clasificación:** Empresa final **Justificación:** La oferta corresponde a Nextail, una empresa que desarrolla su propia plataforma tecnológica basada en la nube para el sector retail. La descripción menciona explícitamente que buscan a alguien para ""unirse a nuestro equipo de Data Science"" y desarrollar soluciones para sus clientes (""Nextail’s cloud-based platform""). Además, se reafirma como empresa final al incluir una cláusula donde indican que ""no aceptan currículums de agencias de reclutamiento"", lo que confirma que ellos mismos gestionan su proceso de contratación para sus proyectos internos."
"https://www.linkedin.com/comm/jobs/view/4414494006/","Consultor Power BI con inglés","Devoteam","Madrid, Comunidad de Madrid, España","Madrid, Spain","64.9","52.8","True","","Presencial","Jornada completa","Se aceptan solicitudes","1","Aquí tienes el resumen de la oferta para **Data Visualization Engineer** en **Devoteam**: ### **Resumen del puesto** Devoteam busca un profesional junior para integrarse en su equipo de consultoría tecnológica, con enfoque en el desarrollo de visualización de datos. ### **Requisitos** * **Experiencia:** De 1 a 3 años en proyectos reales utilizando Power BI. * **Conocimientos técnicos:** Manejo sólido de DAX y Power Query. * **Idiomas:** Nivel mínimo de inglés B1. * **Perfil:** Actitud proactiva, con gran disposición para el aprendizaje continuo y la obtención de certificaciones. ### **Funciones principales** * Desarrollo y mantenimiento de soluciones de visualización de datos utilizando el ecosistema de Microsoft Power BI. ### **Beneficios y puntos clave** * Formar parte de una consultora líder con más de 25 años de trayectoria y presencia internacional. * Enfoque en la formación continua y el desarrollo profesional. * Oportunidad de trabajar en proyectos de transformación tecnológica con un equipo experto. ***Nota:** La oferta mantiene la confidencialidad respecto a detalles específicos del cliente final.*","Outsourcing","**Clasificación:** Outsourcing **Justificación:** Se trata de una consultora tecnológica que ofrece servicios de ""estrategia digital"" y ""transformación empresarial"" a una ""cartera de clientes"". El modelo de negocio implica que el empleado trabajará prestando servicios para proyectos de terceros (clientes de Devoteam) bajo la estructura de una consultora, lo cual es la definición característica de una empresa de servicios de outsourcing tecnológico."
"https://www.linkedin.com/comm/jobs/view/4414572998/","Data engineer","SoftwareOne","Madrid, Comunidad de Madrid, España","Parque Empresarial Cristalia, C. Vía de los Poblados, 3, Edificio 4B, 1ª Planta, Hortaleza, 28033 Madrid, Spain","51.2","37.3","False","","Híbrido","Jornada completa","Se aceptan solicitudes","4","Aquí tienes un resumen claro y conciso de la oferta de trabajo: ### **Perfil: Data Engineer (Data & AI Team)** Empresa global (fusión de SoftwareOne y Crayon) busca un profesional para el mantenimiento y evolución de sistemas basados en **Microsoft Fabric y Databricks**. --- ### **Requisitos principales:** * **Experiencia:** 2 a 4 años en Data Engineering. * **Habilidades técnicas:** Dominio de SQL, Python y PySpark. * **Ecosistema Azure:** Experiencia probada en Azure Data Factory, Azure Databricks y Azure Synapse Analytics. * **Competencias:** Capacidad para diseñar arquitecturas de datos escalables y resolver problemas técnicos complejos. * **Idiomas:** Español fluido; inglés deseable. * **Plus:** Certificaciones en Fabric/Databricks, experiencia en ML/IA y conocimientos en GCP o AWS. ### **Funciones principales:** * **Desarrollo:** Diseñar, implementar y mantener pipelines de datos robustos (ingesta, transformación y carga). * **Modelado:** Crear modelos de datos optimizados para analítica avanzada y BI. * **Optimización:** Identificar cuellos de botella y mejorar la eficiencia de los sistemas. * **Automatización:** Crear scripts para el despliegue y monitorización continua. * **Colaboración:** Dar soporte técnico al equipo y fomentar una cultura basada en datos. ### **Beneficios y condiciones:** * **Ubicación:** Madrid, Barcelona, León o Santiago de Compostela. * **Modalidad:** Híbrida. * **Contrato:** Jornada completa. * **Entorno:** Empresa global con foco en innovación, IA y desarrollo profesional continuo (programas de formación y certificaciones). --- *¿Te interesa esta oportunidad? Si cumples con el perfil, asegúrate de destacar tu experiencia específica en Azure y tu capacidad para integrar Fabric y Databricks en tu CV.*","Empresa final","**Clasificación:** Empresa final **Justificación:** La empresa que publica la oferta es SoftwareOne (tras su fusión con Crayon), una multinacional que se define como un ""proveedor global de soluciones de software y nube"". El texto menciona explícitamente ""Join our Data & AI team"" y habla de ""colaborar con equipos internos"" para fomentar una ""cultura basada en datos dentro de la empresa"". Aunque ofrecen servicios a terceros, la estructura de la oferta (que no menciona clientes específicos, sino el crecimiento de su propia organización y equipo) indica que el empleado formará parte de su plantilla corporativa para desarrollar sus propios productos y servicios tecnológicos."
